product_name,product_url,product_seller,product_seller_url,product_brand,product_brand_url,product_price,product_price_url,product_savings
"Samsung Galaxy M32 (Light Blue, 6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",https://www.amazon.in/Samsung-Galaxy-Storage-Months-Replacement/dp/B096VDR283/ref=sr_1_11?keywords=smartphone&qid=1637599392&sr=8-11,STPL Exclusive Online,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A1EWEIV3F4B24B&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Samsung Store,https://www.amazon.in/stores/SamsungBrandStore/page/7613B800-61FF-4320-8DEF-4A3711D5E41C?ref_=ast_bln,"16,999",https://www.amazon.in/Samsung-Galaxy-Storage-Months-Replacement/dp/B096VDR283/ref=sr_1_11?keywords=smartphone&qid=1637599392&sr=8-11,"Save ₹2,000 (11%)"
"Redmi 9 (Sporty Orange, 4GB RAM, 64GB Storage) | 2.3GHz Mediatek Helio G35 Octa core Processor",https://www.amazon.in/Redmi-Sporty-Orange-64GB-Storage/dp/B08696W3B3/ref=sr_1_12?keywords=smartphone&qid=1637599392&sr=8-12,Darshita Etel,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=AQUYM0O99MFUT&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Redmi Store,https://www.amazon.in/stores/Xiaomi/page/7E426C3E-B7D6-4EFA-B615-36E9FF5C0F1C?ref_=ast_bln,"9,299",https://www.amazon.in/Redmi-Sporty-Orange-64GB-Storage/dp/B08696W3B3/ref=sr_1_12?keywords=smartphone&qid=1637599392&sr=8-12,"Save ₹1,700 (15%)"
"Tecno Spark 7T(Jewel Blue, 4GB RAM, 64GB Storage) 6000 mAh Battery| 48 MP AI Dual Rear Camera",https://www.amazon.in/Tecno-Spark-Storage-Battery-Camera/dp/B096LS7N6Z/ref=sr_1_13?keywords=smartphone&qid=1637599392&sr=8-13,Appario Retail Private Ltd,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Tecno Store,https://www.amazon.in/stores/TECNOMobileIndia/page/8EA883B3-BC24-4BDB-8FC5-3E18AE3123AA?ref_=ast_bln,"8,599",https://www.amazon.in/Tecno-Spark-Storage-Battery-Camera/dp/B096LS7N6Z/ref=sr_1_13?keywords=smartphone&qid=1637599392&sr=8-13,"Save ₹2,400 (22%)"
"realme narzo 30 (Racing Blue, 6GB RAM, 128GB Storage) - MediaTek Helio G95 processor I Full HD+ display with No Cost EMI/Additional Exchange Offers",https://www.amazon.in/realme-narzo-Racing-128GB-Storage/dp/B099SJHHQL/ref=sr_1_14?keywords=smartphone&qid=1637599392&sr=8-14,Darshita Electronics,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A23AODI1X2CEAE&isAmazonFulfilled=1&ref=dp_merchant_link,Brand: realme,https://www.amazon.in/realme/b/ref=bl_dp_s_web_17500809031?ie=UTF8&node=17500809031&field-lbr_brands_browse-bin=realme,"15,499",https://www.amazon.in/realme-narzo-Racing-128GB-Storage/dp/B099SJHHQL/ref=sr_1_14?keywords=smartphone&qid=1637599392&sr=8-14,"Save ₹1,500 (9%)"
"Tecno Spark 7T(Magnet Black, 4GB RAM,64GB Storage) 6000 mAh Battery| 48 MP AI Dual Rear Camera",https://www.amazon.in/Tecno-Magnet-Storage-Battery-Camera/dp/B096LRGL64/ref=sr_1_15?keywords=smartphone&qid=1637599392&sr=8-15,Appario Retail Private Ltd,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Tecno Store,https://www.amazon.in/stores/TECNOMobileIndia/page/8EA883B3-BC24-4BDB-8FC5-3E18AE3123AA?ref_=ast_bln,"8,599",https://www.amazon.in/Tecno-Magnet-Storage-Battery-Camera/dp/B096LRGL64/ref=sr_1_15?keywords=smartphone&qid=1637599392&sr=8-15,"Save ₹2,400 (22%)"
"realme narzo 50i (Mint Green, 2GB RAM+32GB Storage) - with No Cost EMI/Additional Exchange Offers",https://www.amazon.in/realme-narzo-Mint-Green-Storage/dp/B09FKDH6FS/ref=sr_1_16?keywords=smartphone&qid=1637599392&sr=8-16,Darshita Electronics,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A23AODI1X2CEAE&isAmazonFulfilled=1&ref=dp_merchant_link,Brand: realme,https://www.amazon.in/realme/b/ref=bl_dp_s_web_17500809031?ie=UTF8&node=17500809031&field-lbr_brands_browse-bin=realme,"7,499",https://www.amazon.in/realme-narzo-Mint-Green-Storage/dp/B09FKDH6FS/ref=sr_1_16?keywords=smartphone&qid=1637599392&sr=8-16,Save ₹500 (6%)
"Samsung Galaxy M21 2021 Edition (Arctic Blue, 4GB RAM, 64GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime (SM-M215GLBDINS)",https://www.amazon.in/Samsung-Storage-sAMOLED-Replacement-SM-M215GLBDINS/dp/B098NGDNMT/ref=sr_1_17?keywords=smartphone&qid=1637599595&sr=8-17,STPL Exclusive Online,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A1EWEIV3F4B24B&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Samsung Store,https://www.amazon.in/stores/SamsungBrandStore/page/7613B800-61FF-4320-8DEF-4A3711D5E41C?ref_=ast_bln,"12,999",https://www.amazon.in/Samsung-Storage-sAMOLED-Replacement-SM-M215GLBDINS/dp/B098NGDNMT/ref=sr_1_17?keywords=smartphone&qid=1637599595&sr=8-17,"Save ₹2,000 (13%)"
"Samsung Galaxy M12 (Blue,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",https://www.amazon.in/Samsung-Galaxy-M12-Storage-Replacement/dp/B08XJG8MQM/ref=sr_1_18?keywords=smartphone&qid=1637599595&sr=8-18,STPL Exclusive Online,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A1EWEIV3F4B24B&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Samsung Store,https://www.amazon.in/stores/SamsungBrandStore/page/7613B800-61FF-4320-8DEF-4A3711D5E41C?ref_=ast_bln,"13,499",https://www.amazon.in/Samsung-Galaxy-M12-Storage-Replacement/dp/B08XJG8MQM/ref=sr_1_18?keywords=smartphone&qid=1637599595&sr=8-18,"Save ₹2,000 (13%)"
"SHIVANSH VIDEOCON V4005 Black (1GB, 8GB) 3G Smartphone",https://www.amazon.in/SHIVANSH-VIDEOCON-V4005-Black-Smartphone/dp/B09LLMR4BX/ref=sr_1_19?keywords=smartphone&qid=1637599595&sr=8-19,,,Brand: SHIVANSH,https://www.amazon.in/SHIVANSH/b/ref=bl_dp_s_web_17526516031?ie=UTF8&node=17526516031&field-lbr_brands_browse-bin=SHIVANSH,"2,190",https://www.amazon.in/SHIVANSH-VIDEOCON-V4005-Black-Smartphone/dp/B09LLMR4BX/ref=sr_1_19?keywords=smartphone&qid=1637599595&sr=8-19,"Save ₹2,009 (48%)"
"OnePlus Nord 2 5G (Gray Sierra, 8GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Sierra-128GB-Storage/dp/B097RDVDL2/ref=sr_1_20?keywords=smartphone&qid=1637599595&sr=8-20,Darshita Electronics,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A23AODI1X2CEAE&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the OnePlus Store,https://www.amazon.in/stores/OnePlusStore/page/4DAE8B02-A058-466A-8E80-96B9C1682762?ref_=ast_bln,"29,999",https://www.amazon.in/OnePlus-Nord-Sierra-128GB-Storage/dp/B097RDVDL2/ref=sr_1_20?keywords=smartphone&qid=1637599595&sr=8-20,
"Tecno Spark Go 2021 (Maldives Blue, 2GB RAM, 32GB Storage) | 5000mAh| 16.56 cm (6.52"") Display Smartphone",https://www.amazon.in/Tecno-Spark-Go-2021-32GB/dp/B097T59Q4S/ref=sr_1_21?keywords=smartphone&qid=1637599595&sr=8-21,Appario Retail Private Ltd,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Tecno Store,https://www.amazon.in/stores/TECNOMobileIndia/page/8EA883B3-BC24-4BDB-8FC5-3E18AE3123AA?ref_=ast_bln,"7,299",https://www.amazon.in/Tecno-Spark-Go-2021-32GB/dp/B097T59Q4S/ref=sr_1_21?keywords=smartphone&qid=1637599595&sr=8-21,"Save ₹1,700 (19%)"
"Samsung Galaxy M12 (Black,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",https://www.amazon.in/Samsung-Galaxy-M12-Storage-Processor/dp/B08XJCMGL7/ref=sr_1_22?keywords=smartphone&qid=1637599595&sr=8-22,STPL Exclusive Online,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A1EWEIV3F4B24B&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Samsung Store,https://www.amazon.in/stores/SamsungBrandStore/page/7613B800-61FF-4320-8DEF-4A3711D5E41C?ref_=ast_bln,"11,499",https://www.amazon.in/Samsung-Galaxy-M12-Storage-Processor/dp/B08XJCMGL7/ref=sr_1_22?keywords=smartphone&qid=1637599595&sr=8-22,"Save ₹1,500 (12%)"
"Redmi Note 10S (Deep Sea Blue, 6GB RAM, 64GB Storage) -Super Amoled Display | 64 MP Quad Camera | Alexa Built in",https://www.amazon.in/Redmi-Storage-Super-Amoled-Display/dp/B0948NNY3W/ref=sr_1_23?keywords=smartphone&qid=1637599595&sr=8-23,Darshita Mobiles,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A1K6XQ7KUWCZYH&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Redmi Store,https://www.amazon.in/stores/Xiaomi/page/7E426C3E-B7D6-4EFA-B615-36E9FF5C0F1C?ref_=ast_bln,"14,999",https://www.amazon.in/Redmi-Storage-Super-Amoled-Display/dp/B0948NNY3W/ref=sr_1_23?keywords=smartphone&qid=1637599595&sr=8-23,"Save ₹3,500 (19%)"
"Redmi 9 Activ (Metallic Purple, 6GB RAM, 128GB Storage)",https://www.amazon.in/Redmi-Activ-Metallic-Purple-Storage/dp/B09GFMHKX2/ref=sr_1_24?keywords=smartphone&qid=1637599595&sr=8-24,Darshita Electronics,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A23AODI1X2CEAE&isAmazonFulfilled=1&ref=dp_merchant_link,Brand: Redmi,https://www.amazon.in/Redmi/b/ref=bl_dp_s_web_20930485031?ie=UTF8&node=20930485031&field-lbr_brands_browse-bin=Redmi,"10,999",https://www.amazon.in/Redmi-Activ-Metallic-Purple-Storage/dp/B09GFMHKX2/ref=sr_1_24?keywords=smartphone&qid=1637599595&sr=8-24,
"realme narzo 50A (Oxygen Blue, 4GB RAM + 128GB Storage) - with No Cost EMI/Additional Exchange Offers",https://www.amazon.in/realme-narzo-Oxygen-128GB-Storage/dp/B09FK8MBMJ/ref=sr_1_25?keywords=smartphone&qid=1637599595&sr=8-25,Darshita Electronics,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A23AODI1X2CEAE&isAmazonFulfilled=1&ref=dp_merchant_link,Brand: realme,https://www.amazon.in/realme/b/ref=bl_dp_s_web_17500809031?ie=UTF8&node=17500809031&field-lbr_brands_browse-bin=realme,"12,499",https://www.amazon.in/realme-narzo-Oxygen-128GB-Storage/dp/B09FK8MBMJ/ref=sr_1_25?keywords=smartphone&qid=1637599595&sr=8-25,"Save ₹1,500 (11%)"
"Samsung Galaxy M32 5G (Sky Blue, 6GB RAM, 128GB Storage)",https://www.amazon.in/Samsung-Galaxy-Blue-128GB-Storage/dp/B09CGJK2HG/ref=sr_1_26?keywords=smartphone&qid=1637599595&sr=8-26,STPL Exclusive Online,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A1EWEIV3F4B24B&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Samsung Store,https://www.amazon.in/stores/SamsungBrandStore/page/7613B800-61FF-4320-8DEF-4A3711D5E41C?ref_=ast_bln,"20,999",https://www.amazon.in/Samsung-Galaxy-Blue-128GB-Storage/dp/B09CGJK2HG/ref=sr_1_26?keywords=smartphone&qid=1637599595&sr=8-26,"Save ₹2,991 (12%)"
"realme narzo 50i (Carbon Black, 4GB RAM+64GB Storage) - with No Cost EMI/Additional Exchange Offers",https://www.amazon.in/realme-narzo-Carbon-Black-Storage/dp/B09FKB3446/ref=sr_1_27?keywords=smartphone&qid=1637599595&sr=8-27,Darshita Electronics,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A23AODI1X2CEAE&isAmazonFulfilled=1&ref=dp_merchant_link,Brand: realme,https://www.amazon.in/realme/b/ref=bl_dp_s_web_17500809031?ie=UTF8&node=17500809031&field-lbr_brands_browse-bin=realme,"8,999",https://www.amazon.in/realme-narzo-Carbon-Black-Storage/dp/B09FKB3446/ref=sr_1_27?keywords=smartphone&qid=1637599595&sr=8-27,"Save ₹1,000 (10%)"
"realme narzo 50A (Oxygen Blue, 4GB RAM + 64GB Storage) - with No Cost EMI/Additional Exchange Offers",https://www.amazon.in/realme-narzo-Oxygen-Blue-Storage/dp/B09FKD67CS/ref=sr_1_28?keywords=smartphone&qid=1637599595&sr=8-28,Darshita Electronics,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A23AODI1X2CEAE&isAmazonFulfilled=1&ref=dp_merchant_link,Brand: realme,https://www.amazon.in/realme/b/ref=bl_dp_s_web_17500809031?ie=UTF8&node=17500809031&field-lbr_brands_browse-bin=realme,"11,499",https://www.amazon.in/realme-narzo-Oxygen-Blue-Storage/dp/B09FKD67CS/ref=sr_1_28?keywords=smartphone&qid=1637599595&sr=8-28,"Save ₹1,500 (12%)"
"iQOO Z3 5G (Ace Black, 6GB RAM, 128GB Storage) | India's First SD 768G 5G Processor | 55W FlashCharge | Upto 9 Months No Cost EMI | 6 Months Free Screen Replacement",https://www.amazon.in/iQOO-Storage-Processor-FlashCharge-Replacement/dp/B07WHR5RKH/ref=sr_1_29?keywords=smartphone&qid=1637599595&sr=8-29,Darshita Etel,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=AQUYM0O99MFUT&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the iQOO Store,https://www.amazon.in/stores/iQOO/page/291C27A4-502A-463E-A273-D2C362AF312A?ref_=ast_bln,"19,990",https://www.amazon.in/iQOO-Storage-Processor-FlashCharge-Replacement/dp/B07WHR5RKH/ref=sr_1_29?keywords=smartphone&qid=1637599595&sr=8-29,"Save ₹3,000 (13%)"
"iQOO Z5 5G (Mystic Space, 8GB RAM, 128GB Storage) | Snapdragon 778G 5G Processor | 5000mAh Battery | 44W FlashCharge",https://www.amazon.in/iQOO-Storage-Snapdragon-Processor-FlashCharge/dp/B07WJV5KPL/ref=sr_1_30?keywords=smartphone&qid=1637599595&sr=8-30,Darshita Etel,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=AQUYM0O99MFUT&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the iQOO Store,https://www.amazon.in/stores/iQOO/page/291C27A4-502A-463E-A273-D2C362AF312A?ref_=ast_bln,"23,990",https://www.amazon.in/iQOO-Storage-Snapdragon-Processor-FlashCharge/dp/B07WJV5KPL/ref=sr_1_30?keywords=smartphone&qid=1637599595&sr=8-30,"Save ₹6,000 (20%)"
"I KALL Z5 Smartphone (3GB, 16GB) (Green)",https://www.amazon.in/KALL-Smartphone-3GB-16GB-Green/dp/B09LHCFZSD/ref=sr_1_31?keywords=smartphone&qid=1637599595&sr=8-31,Fabimpex,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A3AYYKSFE86IJQ&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the IKALL Store,https://www.amazon.in/stores/IKall/page/9642B09A-B892-4DF6-85FD-C50FCFD7AFFF?ref_=ast_bln,"4,999",https://www.amazon.in/KALL-Smartphone-3GB-16GB-Green/dp/B09LHCFZSD/ref=sr_1_31?keywords=smartphone&qid=1637599595&sr=8-31,"Save ₹1,000 (17%)"
"Samsung Galaxy M32 5G (Sky Blue, 8GB RAM, 128GB Storage)",https://www.amazon.in/Samsung-Galaxy-Blue-128GB-Storage/dp/B09CGJFY5N/ref=sr_1_32?keywords=smartphone&qid=1637599595&sr=8-32,STPL Exclusive Online,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A1EWEIV3F4B24B&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Samsung Store,https://www.amazon.in/stores/SamsungBrandStore/page/7613B800-61FF-4320-8DEF-4A3711D5E41C?ref_=ast_bln,"22,999",https://www.amazon.in/Samsung-Galaxy-Blue-128GB-Storage/dp/B09CGJFY5N/ref=sr_1_32?keywords=smartphone&qid=1637599595&sr=8-32,"Save ₹3,000 (12%)"
"Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage)",https://www.amazon.in/Redmi-Activ-Carbon-Black-Storage/dp/B09GFPVD9Y/ref=sr_1_33?keywords=smartphone&qid=1637599799&sr=8-33,Darshita Electronics,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A23AODI1X2CEAE&isAmazonFulfilled=1&ref=dp_merchant_link,Brand: Redmi,https://www.amazon.in/Redmi/b/ref=bl_dp_s_web_20930485031?ie=UTF8&node=20930485031&field-lbr_brands_browse-bin=Redmi,"9,299",https://www.amazon.in/Redmi-Activ-Carbon-Black-Storage/dp/B09GFPVD9Y/ref=sr_1_33?keywords=smartphone&qid=1637599799&sr=8-33,"Save ₹1,700 (15%)"
"Samsung Galaxy M32 (Black, 4GB RAM, 64GB Storage) 6 Months Free Screen Replacement for Prime",https://www.amazon.in/Samsung-Galaxy-Storage-Months-Replacement/dp/B096VDG9QV/ref=sr_1_34?keywords=smartphone&qid=1637599799&sr=8-34,STPL Exclusive Online,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A1EWEIV3F4B24B&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Samsung Store,https://www.amazon.in/stores/SamsungBrandStore/page/7613B800-61FF-4320-8DEF-4A3711D5E41C?ref_=ast_bln,"14,999",https://www.amazon.in/Samsung-Galaxy-Storage-Months-Replacement/dp/B096VDG9QV/ref=sr_1_34?keywords=smartphone&qid=1637599799&sr=8-34,"Save ₹2,000 (12%)"
"OPPO A74 5G (Fantastic Purple,6GB RAM,128GB Storage) - 5G Android Smartphone | 5000 mAh Battery | 18W Fast Charge | 90Hz LCD Display",https://www.amazon.in/OPPO-Fantastic-Purple-128GB-Storage/dp/B08VB34KJ1/ref=sr_1_35?keywords=smartphone&qid=1637599799&sr=8-35,Appario Retail Private Ltd,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Oppo Store,https://www.amazon.in/stores/OPPOBRANDSTORE/page/DA7C0308-4E33-4EC0-8B95-AB851D49CB76?ref_=ast_bln,"17,990",https://www.amazon.in/OPPO-Fantastic-Purple-128GB-Storage/dp/B08VB34KJ1/ref=sr_1_35?keywords=smartphone&qid=1637599799&sr=8-35,"Save ₹3,000 (14%)"
"Samsung Galaxy M21 2021 Edition (Arctic Blue, 6GB RAM, 128GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime (SM-M215GLBHINS)",https://www.amazon.in/Samsung-Storage-sAMOLED-Replacement-SM-M215GLBHINS/dp/B098NHMPJJ/ref=sr_1_36?keywords=smartphone&qid=1637599799&sr=8-36,STPL Exclusive Online,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A1EWEIV3F4B24B&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Samsung Store,https://www.amazon.in/stores/SamsungBrandStore/page/7613B800-61FF-4320-8DEF-4A3711D5E41C?ref_=ast_bln,"14,999",https://www.amazon.in/Samsung-Storage-sAMOLED-Replacement-SM-M215GLBHINS/dp/B098NHMPJJ/ref=sr_1_36?keywords=smartphone&qid=1637599799&sr=8-36,"Save ₹1,500 (9%)"
"I KALL Z5 Smartphone (3GB, 16GB) (Blue)",https://www.amazon.in/KALL-Smartphone-3GB-16GB-Blue/dp/B09LH4K4RM/ref=sr_1_37?keywords=smartphone&qid=1637599799&sr=8-37,Fabimpex,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A3AYYKSFE86IJQ&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the IKALL Store,https://www.amazon.in/stores/IKall/page/9642B09A-B892-4DF6-85FD-C50FCFD7AFFF?ref_=ast_bln,"4,999",https://www.amazon.in/KALL-Smartphone-3GB-16GB-Blue/dp/B09LH4K4RM/ref=sr_1_37?keywords=smartphone&qid=1637599799&sr=8-37,"Save ₹1,000 (17%)"
"Vivo Y21 (Diamond Glow, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",https://www.amazon.in/Vivo-Y21-Diamond-Additional-Exchange/dp/B08ZJQ6QM9/ref=sr_1_38?keywords=smartphone&qid=1637599799&sr=8-38,Appario Retail Private Ltd,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Vivo Store,https://www.amazon.in/stores/vivo+Mobile+India/page/227AD17E-3069-4977-B0F6-43DFC7B252CC?ref_=ast_bln,"13,990",https://www.amazon.in/Vivo-Y21-Diamond-Additional-Exchange/dp/B08ZJQ6QM9/ref=sr_1_38?keywords=smartphone&qid=1637599799&sr=8-38,"Save ₹4,000 (22%)"
"I KALL Z5 Smartphone (3GB, 16GB) (Pink)",https://www.amazon.in/KALL-Smartphone-3GB-16GB-Pink/dp/B09LH1YWK4/ref=sr_1_39?keywords=smartphone&qid=1637599799&sr=8-39,Fabimpex,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A3AYYKSFE86IJQ&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the IKALL Store,https://www.amazon.in/stores/IKall/page/9642B09A-B892-4DF6-85FD-C50FCFD7AFFF?ref_=ast_bln,"4,999",https://www.amazon.in/KALL-Smartphone-3GB-16GB-Pink/dp/B09LH1YWK4/ref=sr_1_39?keywords=smartphone&qid=1637599799&sr=8-39,"Save ₹1,000 (17%)"
"I KALL Z3 Smartphone (4GB, 32GB) (Purple)",https://www.amazon.in/KALL-Smartphone-4GB-32GB-Purple/dp/B09LH93D3J/ref=sr_1_40?keywords=smartphone&qid=1637599799&sr=8-40,,,Visit the IKALL Store,https://www.amazon.in/stores/IKall/page/9642B09A-B892-4DF6-85FD-C50FCFD7AFFF?ref_=ast_bln,"5,899",https://www.amazon.in/KALL-Smartphone-4GB-32GB-Purple/dp/B09LH93D3J/ref=sr_1_40?keywords=smartphone&qid=1637599799&sr=8-40,"Save ₹1,100 (16%)"
"Samsung Galaxy M21 2021 Edition (Charcoal Black, 4GB RAM, 64GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime (SM-M215GZKDINS)",https://www.amazon.in/Samsung-Charcoal-Storage-Replacement-SM-M215GZKDINS/dp/B098NFJXXL/ref=sr_1_41?keywords=smartphone&qid=1637599799&sr=8-41,STPL Exclusive Online,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A1EWEIV3F4B24B&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Samsung Store,https://www.amazon.in/stores/SamsungBrandStore/page/7613B800-61FF-4320-8DEF-4A3711D5E41C?ref_=ast_bln,"12,999",https://www.amazon.in/Samsung-Charcoal-Storage-Replacement-SM-M215GZKDINS/dp/B098NFJXXL/ref=sr_1_41?keywords=smartphone&qid=1637599799&sr=8-41,"Save ₹1,500 (10%)"
"Samsung Galaxy M31 (Space Black, 8GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",https://www.amazon.in/Samsung-Galaxy-Space-Black-Storage/dp/B07HGLM366/ref=sr_1_42?keywords=smartphone&qid=1637599799&sr=8-42,STPL Exclusive Online,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A1EWEIV3F4B24B&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Samsung Store,https://www.amazon.in/stores/SamsungBrandStore/page/7613B800-61FF-4320-8DEF-4A3711D5E41C?ref_=ast_bln,"16,999",https://www.amazon.in/Samsung-Galaxy-Space-Black-Storage/dp/B07HGLM366/ref=sr_1_42?keywords=smartphone&qid=1637599799&sr=8-42,"Save ₹5,000 (23%)"
"Redmi 8A Dual (Sea Blue, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery",https://www.amazon.in/Redmi-8A-Dual-Blue-Storage/dp/B07X4R63DF/ref=sr_1_43?keywords=smartphone&qid=1637599799&sr=8-43,,,Brand: Redmi,https://www.amazon.in/Redmi/b/ref=bl_dp_s_web_20930485031?ie=UTF8&node=20930485031&field-lbr_brands_browse-bin=Redmi,,,
"Redmi 9 Activ (Carbon Black, 6GB RAM, 128GB Storage)",https://www.amazon.in/Redmi-Activ-Carbon-Black-Storage/dp/B09GFP6XHG/ref=sr_1_44?keywords=smartphone&qid=1637599799&sr=8-44,#GreenMobiles,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A2FS4NK0NQR709&isAmazonFulfilled=1&ref=dp_merchant_link,Brand: Redmi,https://www.amazon.in/Redmi/b/ref=bl_dp_s_web_20930485031?ie=UTF8&node=20930485031&field-lbr_brands_browse-bin=Redmi,"10,999",https://www.amazon.in/Redmi-Activ-Carbon-Black-Storage/dp/B09GFP6XHG/ref=sr_1_44?keywords=smartphone&qid=1637599799&sr=8-44,"Save ₹2,000 (15%)"
"Samsung Galaxy M32 5G (Slate Black, 6GB RAM, 128GB Storage)",https://www.amazon.in/Samsung-Galaxy-Slate-Black-Storage/dp/B09CGLRLYM/ref=sr_1_45?keywords=smartphone&qid=1637599799&sr=8-45,STPL Exclusive Online,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A1EWEIV3F4B24B&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Samsung Store,https://www.amazon.in/stores/SamsungBrandStore/page/7613B800-61FF-4320-8DEF-4A3711D5E41C?ref_=ast_bln,"20,999",https://www.amazon.in/Samsung-Galaxy-Slate-Black-Storage/dp/B09CGLRLYM/ref=sr_1_45?keywords=smartphone&qid=1637599799&sr=8-45,"Save ₹2,991 (12%)"
Lava A1 (Blue Silver),https://www.amazon.in/Lava-A1-Blue-Silver/dp/B09BF91NV5/ref=sr_1_46?keywords=smartphone&qid=1637599799&sr=8-46,Appario Retail Private Ltd,https://www.amazon.in/sp?marketplaceID=A21TJRUUN4KGV&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1&ref=dp_merchant_link,Visit the Lava Store,https://www.amazon.in/stores/Lava/page/E35EAD78-2F48-433E-912B-99160DCC7F58?ref_=ast_bln,999,https://www.amazon.in/Lava-A1-Blue-Silver/dp/B09BF91NV5/ref=sr_1_46?keywords=smartphone&qid=1637599799&sr=8-46,Save ₹280 (22%)
